,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
340,male,group C,high school,free/reduced,none,0.4246575342465753,0.4507042253521127,0.3424657534246575
341,female,group C,high school,standard,none,0.4657534246575342,0.6197183098591549,0.4931506849315068
342,female,group B,high school,standard,completed,0.5753424657534246,0.6619718309859155,0.6438356164383562
343,male,group D,associate's degree,standard,completed,0.547945205479452,0.6056338028169014,0.547945205479452
344,male,group D,some college,standard,none,0.7123287671232876,0.6197183098591549,0.547945205479452
345,female,group C,high school,standard,none,0.6164383561643836,0.7183098591549296,0.6575342465753424
346,male,group B,some college,standard,none,0.4794520547945205,0.4507042253521127,0.410958904109589
347,female,group C,bachelor's degree,standard,completed,0.684931506849315,0.9154929577464789,0.9315068493150684
348,male,group D,high school,free/reduced,none,0.6575342465753424,0.6338028169014085,0.5342465753424658
349,male,group E,associate's degree,standard,none,0.821917808219178,0.6338028169014085,0.6712328767123288
350,female,group B,bachelor's degree,standard,none,0.3424657534246575,0.5070422535211268,0.5753424657534246
351,male,group E,some college,standard,none,0.5342465753424658,0.39436619718309857,0.3424657534246575
352,female,group C,some college,standard,completed,0.4931506849315068,0.6901408450704225,0.726027397260274
353,female,group C,associate's degree,standard,none,0.2602739726027397,0.4084507042253521,0.410958904109589
354,female,group C,some college,standard,none,0.4383561643835616,0.5915492957746479,0.589041095890411
355,female,group B,bachelor's degree,standard,none,0.4657534246575342,0.6056338028169014,0.589041095890411
356,male,group A,associate's degree,standard,none,0.4931506849315068,0.4507042253521127,0.4657534246575342
357,female,group C,some college,free/reduced,completed,0.2054794520547945,0.5211267605633803,0.5753424657534246
358,male,group D,some college,free/reduced,none,0.4383561643835616,0.4647887323943662,0.4657534246575342
359,female,group D,some college,standard,none,0.726027397260274,0.8591549295774648,0.8493150684931506
360,female,group B,high school,standard,none,0.4246575342465753,0.4647887323943662,0.4383561643835616
361,male,group B,some high school,standard,completed,0.7945205479452054,0.7746478873239436,0.6986301369863014
362,female,group C,some college,standard,none,0.3424657534246575,0.4084507042253521,0.4246575342465753
363,female,group D,some high school,free/reduced,none,0.0,0.07042253521126761,0.0684931506849315
364,male,group C,some college,standard,none,0.4383561643835616,0.43661971830985913,0.4246575342465753
365,male,group A,bachelor's degree,free/reduced,completed,0.3013698630136986,0.4084507042253521,0.4520547945205479
366,male,group C,high school,standard,completed,0.5753424657534246,0.4084507042253521,0.3561643835616438
367,male,group C,bachelor's degree,free/reduced,none,0.4657534246575342,0.5211267605633803,0.4657534246575342
368,female,group A,some high school,free/reduced,none,0.2328767123287671,0.49295774647887325,0.4246575342465753
369,female,group D,some high school,standard,none,0.6301369863013698,0.7746478873239436,0.7945205479452054
370,male,group E,some college,standard,none,0.7808219178082192,0.676056338028169,0.6027397260273972
371,female,group C,some college,free/reduced,completed,0.2465753424657534,0.6197183098591549,0.589041095890411
372,male,group D,some high school,standard,none,0.6438356164383562,0.6338028169014085,0.6164383561643836
373,female,group D,some college,standard,completed,0.7534246575342466,0.9577464788732394,0.9452054794520548
374,female,group D,bachelor's degree,standard,none,0.4383561643835616,0.5774647887323944,0.6301369863013698
375,male,group E,associate's degree,free/reduced,none,0.2602739726027397,0.19718309859154928,0.1917808219178082
376,female,group D,some high school,standard,none,0.726027397260274,0.8591549295774648,0.7534246575342466
377,female,group D,master's degree,free/reduced,completed,0.7945205479452054,0.9295774647887324,1.0
378,female,group A,some high school,standard,none,0.6027397260273972,0.7605633802816901,0.684931506849315
379,male,group A,bachelor's degree,standard,none,0.5342465753424658,0.49295774647887325,0.4794520547945205
380,female,group B,associate's degree,standard,none,0.726027397260274,0.8028169014084507,0.7671232876712328
381,male,group C,associate's degree,standard,completed,0.821917808219178,1.0,0.9315068493150684
382,male,group C,master's degree,free/reduced,none,0.7123287671232876,0.7323943661971831,0.6027397260273972
383,female,group E,some high school,free/reduced,none,0.1506849315068493,0.28169014084507044,0.2465753424657534
384,female,group A,some high school,free/reduced,none,0.1506849315068493,0.19718309859154928,0.2191780821917808
385,female,group E,some college,standard,none,0.547945205479452,0.6619718309859155,0.6575342465753424
386,female,group E,bachelor's degree,standard,none,0.5068493150684932,0.6197183098591549,0.589041095890411
387,female,group C,associate's degree,free/reduced,none,0.410958904109589,0.6901408450704225,0.547945205479452
388,female,group D,high school,standard,none,0.4794520547945205,0.49295774647887325,0.5068493150684932
389,male,group D,master's degree,standard,none,0.6301369863013698,0.5774647887323944,0.6575342465753424
390,male,group E,some high school,free/reduced,completed,0.6301369863013698,0.5352112676056338,0.4383561643835616
391,female,group D,some college,standard,none,0.684931506849315,0.5492957746478874,0.684931506849315
392,male,group E,some college,standard,none,0.6712328767123288,0.5352112676056338,0.547945205479452
393,male,group C,associate's degree,standard,completed,0.410958904109589,0.352112676056338,0.3972602739726027
394,female,group C,some high school,standard,completed,0.5205479452054794,0.6338028169014085,0.684931506849315
395,male,group A,high school,free/reduced,none,0.2876712328767123,0.22535211267605634,0.1917808219178082
396,female,group B,high school,free/reduced,none,0.3150684931506849,0.5352112676056338,0.4931506849315068
397,female,group C,associate's degree,standard,none,0.7945205479452054,0.8450704225352113,0.9315068493150684
398,male,group B,some high school,standard,none,0.6438356164383562,0.4788732394366197,0.410958904109589
399,male,group D,some high school,standard,none,0.4520547945205479,0.4225352112676056,0.3698630136986301
400,female,group C,some high school,standard,completed,0.4383561643835616,0.352112676056338,0.547945205479452
401,male,group A,some college,standard,none,0.3561643835616438,0.19718309859154928,0.2191780821917808
402,female,group A,some college,free/reduced,none,0.3013698630136986,0.5070422535211268,0.3835616438356164
403,female,group D,high school,standard,completed,0.8356164383561644,0.9859154929577465,1.0
404,female,group C,high school,standard,none,0.3698630136986301,0.4225352112676056,0.4794520547945205
405,female,group C,some high school,standard,none,0.4931506849315068,0.6197183098591549,0.5616438356164384
406,male,group B,associate's degree,standard,completed,0.5205479452054794,0.5070422535211268,0.4931506849315068
407,female,group B,associate's degree,standard,none,0.7534246575342466,0.7183098591549296,0.684931506849315
408,female,group D,high school,free/reduced,completed,0.3424657534246575,0.39436619718309857,0.3972602739726027
409,male,group D,associate's degree,standard,completed,0.821917808219178,0.7746478873239436,0.7945205479452054
410,female,group D,master's degree,standard,completed,0.589041095890411,0.5915492957746479,0.6438356164383562
411,male,group E,some college,standard,completed,0.7808219178082192,0.7605633802816901,0.6986301369863014
412,male,group D,associate's degree,standard,none,0.6027397260273972,0.5211267605633803,0.4520547945205479
413,male,group B,some high school,standard,completed,0.4931506849315068,0.5352112676056338,0.547945205479452
414,female,group C,bachelor's degree,free/reduced,completed,0.3287671232876712,0.6056338028169014,0.7123287671232876
415,male,group E,high school,standard,none,0.7808219178082192,0.6197183098591549,0.5753424657534246
416,male,group C,bachelor's degree,standard,completed,0.6027397260273972,0.6338028169014085,0.5616438356164384
417,male,group C,associate's degree,standard,none,0.6438356164383562,0.6197183098591549,0.547945205479452
418,male,group D,some college,standard,none,0.5616438356164384,0.4225352112676056,0.4794520547945205
419,male,group E,high school,free/reduced,completed,0.410958904109589,0.38028169014084506,0.3698630136986301
421,female,group D,high school,standard,completed,0.410958904109589,0.4084507042253521,0.5068493150684932
422,female,group D,master's degree,free/reduced,completed,0.273972602739726,0.4084507042253521,0.547945205479452
423,female,group A,some high school,standard,completed,0.4383561643835616,0.7887323943661971,0.726027397260274
424,male,group B,some college,free/reduced,none,0.1917808219178082,0.14084507042253522,0.0958904109589041
425,female,group C,some college,free/reduced,none,0.4794520547945205,0.5352112676056338,0.4794520547945205
426,male,group C,bachelor's degree,standard,none,0.8082191780821918,0.7605633802816901,0.8082191780821918
427,male,group C,some high school,free/reduced,none,0.5753424657534246,0.5915492957746479,0.5205479452054794
428,male,group A,some high school,free/reduced,none,0.5205479452054794,0.4225352112676056,0.3561643835616438
429,male,group C,some high school,free/reduced,none,0.5616438356164384,0.4788732394366197,0.3698630136986301
430,male,group C,associate's degree,free/reduced,none,0.5068493150684932,0.5211267605633803,0.4383561643835616
450,female,group C,some college,free/reduced,completed,0.5068493150684932,0.7887323943661971,0.7945205479452054
451,female,group E,some college,standard,none,1.0,0.8873239436619719,0.958904109589041
452,female,group C,associate's degree,free/reduced,none,0.5205479452054794,0.676056338028169,0.6438356164383562
453,male,group C,some college,free/reduced,none,0.5205479452054794,0.4084507042253521,0.3013698630136986
454,female,group C,associate's degree,free/reduced,none,0.3561643835616438,0.4507042253521127,0.4794520547945205
455,male,group C,bachelor's degree,free/reduced,none,0.136986301369863,0.38028169014084506,0.273972602739726
457,male,group D,associate's degree,free/reduced,none,0.3561643835616438,0.352112676056338,0.2876712328767123
458,female,group E,bachelor's degree,standard,none,1.0,1.0,1.0
460,male,group C,bachelor's degree,free/reduced,none,0.3561643835616438,0.4084507042253521,0.3835616438356164
461,male,group B,some college,free/reduced,none,0.3698630136986301,0.352112676056338,0.2465753424657534
462,female,group E,some college,standard,none,0.6027397260273972,0.5774647887323944,0.6712328767123288
463,female,group C,some college,free/reduced,none,0.684931506849315,0.8591549295774648,0.8767123287671232
464,male,group A,bachelor's degree,standard,completed,0.6575342465753424,0.4084507042253521,0.4794520547945205
467,male,group A,high school,free/reduced,completed,0.6164383561643836,0.5352112676056338,0.5205479452054794
468,female,group A,high school,free/reduced,completed,0.684931506849315,0.8309859154929577,0.7945205479452054
469,male,group C,some college,standard,none,0.8767123287671232,0.6338028169014085,0.6712328767123288
470,female,group C,associate's degree,standard,completed,0.7671232876712328,0.7887323943661971,0.863013698630137
471,female,group C,high school,standard,none,0.4931506849315068,0.5633802816901409,0.6438356164383562
472,female,group C,associate's degree,standard,completed,0.5616438356164384,0.8028169014084507,0.7808219178082192
473,female,group D,some high school,standard,none,0.4383561643835616,0.5352112676056338,0.4657534246575342
475,female,group D,bachelor's degree,standard,completed,0.6027397260273972,0.6619718309859155,0.7671232876712328
476,male,group E,bachelor's degree,standard,completed,0.6712328767123288,0.4647887323943662,0.5342465753424658
477,male,group D,associate's degree,standard,none,0.726027397260274,0.5492957746478874,0.6164383561643836
478,female,group D,master's degree,standard,none,0.3835616438356164,0.49295774647887325,0.589041095890411
479,male,group E,associate's degree,standard,none,0.6712328767123288,0.5915492957746479,0.547945205479452
480,male,group B,high school,standard,completed,0.6301369863013698,0.5915492957746479,0.5616438356164384
481,female,group D,associate's degree,free/reduced,none,0.3424657534246575,0.4225352112676056,0.3972602739726027
482,male,group C,some college,free/reduced,none,0.5616438356164384,0.5492957746478874,0.4657534246575342
483,male,group A,high school,standard,none,0.4383561643835616,0.323943661971831,0.2602739726027397
484,female,group B,associate's degree,standard,none,0.3013698630136986,0.323943661971831,0.3698630136986301
485,male,group C,high school,standard,none,0.589041095890411,0.6338028169014085,0.6027397260273972
486,male,group D,some college,free/reduced,none,0.4657534246575342,0.2535211267605634,0.3972602739726027
487,female,group C,associate's degree,free/reduced,none,0.4520547945205479,0.647887323943662,0.6438356164383562
488,male,group B,some high school,standard,completed,0.5068493150684932,0.3380281690140845,0.410958904109589
489,male,group A,associate's degree,free/reduced,completed,0.7123287671232876,0.7464788732394366,0.7534246575342466
490,female,group A,associate's degree,free/reduced,none,0.5205479452054794,0.7887323943661971,0.6712328767123288
491,female,group C,associate's degree,standard,none,0.5068493150684932,0.49295774647887325,0.589041095890411
492,female,group C,some college,standard,none,0.7671232876712328,0.7605633802816901,0.863013698630137
493,female,group C,bachelor's degree,standard,none,0.7397260273972602,0.8309859154929577,0.863013698630137
494,female,group B,high school,standard,none,0.3698630136986301,0.49295774647887325,0.5616438356164384
495,male,group D,high school,standard,completed,0.5616438356164384,0.49295774647887325,0.5342465753424658
496,female,group C,some college,standard,none,0.3698630136986301,0.2676056338028169,0.3424657534246575
497,female,group D,some college,free/reduced,completed,0.4383561643835616,0.6901408450704225,0.6712328767123288
498,female,group B,some high school,standard,none,0.5342465753424658,0.5633802816901409,0.5616438356164384
499,male,group E,some college,standard,none,0.6712328767123288,0.5915492957746479,0.6164383561643836
500,female,group D,master's degree,standard,none,0.6438356164383562,0.704225352112676,0.7534246575342466
501,female,group B,associate's degree,standard,completed,0.9178082191780822,0.8169014084507042,0.8904109589041096
502,male,group C,some college,free/reduced,none,0.4931506849315068,0.4507042253521127,0.3698630136986301
503,female,group E,associate's degree,standard,completed,0.9315068493150684,0.8450704225352113,0.8904109589041096
504,female,group D,master's degree,free/reduced,none,0.1780821917808219,0.4225352112676056,0.3698630136986301
505,female,group B,some high school,standard,none,0.7534246575342466,0.7464788732394366,0.726027397260274
506,male,group A,high school,standard,none,0.5616438356164384,0.5774647887323944,0.5342465753424658
507,male,group B,bachelor's degree,free/reduced,none,0.3835616438356164,0.4225352112676056,0.3698630136986301
508,male,group C,master's degree,standard,none,0.7123287671232876,0.6901408450704225,0.684931506849315
509,female,group C,bachelor's degree,standard,none,0.8082191780821918,0.8873239436619719,0.821917808219178
510,male,group D,some college,standard,none,0.6712328767123288,0.5915492957746479,0.6301369863013698
511,male,group A,some high school,standard,none,0.5068493150684932,0.29577464788732394,0.2191780821917808
512,male,group D,some high school,free/reduced,none,0.4794520547945205,0.28169014084507044,0.3424657534246575
513,female,group B,some high school,standard,completed,0.3698630136986301,0.4507042253521127,0.4794520547945205
514,female,group B,master's degree,free/reduced,completed,0.684931506849315,0.9577464788732394,0.9178082191780822
515,female,group C,some high school,standard,completed,0.6712328767123288,0.8169014084507042,0.7945205479452054
516,female,group D,some college,standard,none,0.6438356164383562,0.8450704225352113,0.7808219178082192
517,female,group E,some college,standard,completed,0.5342465753424658,0.6338028169014085,0.6301369863013698
518,female,group D,some high school,standard,completed,0.5342465753424658,0.6901408450704225,0.6986301369863014
519,female,group B,high school,free/reduced,completed,0.547945205479452,0.6901408450704225,0.7123287671232876
520,male,group D,some college,standard,none,0.6027397260273972,0.28169014084507044,0.3424657534246575
521,female,group C,associate's degree,standard,none,0.8767123287671232,0.8028169014084507,0.7808219178082192
522,male,group D,bachelor's degree,standard,none,0.5753424657534246,0.4084507042253521,0.410958904109589
523,male,group C,master's degree,free/reduced,none,0.3698630136986301,0.4225352112676056,0.3150684931506849
524,male,group C,high school,standard,completed,0.3561643835616438,0.323943661971831,0.3013698630136986
525,male,group E,some college,standard,none,0.5616438356164384,0.43661971830985913,0.4383561643835616
526,male,group C,some high school,free/reduced,completed,0.3972602739726027,0.4507042253521127,0.4520547945205479
527,female,group C,high school,free/reduced,none,0.1232876712328767,0.3380281690140845,0.2191780821917808
528,female,group D,bachelor's degree,free/reduced,none,0.0273972602739726,0.16901408450704225,0.273972602739726
529,female,group C,associate's degree,standard,none,0.4794520547945205,0.6338028169014085,0.589041095890411
530,female,group C,associate's degree,standard,completed,0.5616438356164384,0.5352112676056338,0.6301369863013698
531,female,group C,some high school,standard,none,0.273972602739726,0.352112676056338,0.3561643835616438
532,male,group E,associate's degree,standard,completed,0.4794520547945205,0.4507042253521127,0.4246575342465753
533,female,group E,associate's degree,standard,completed,0.7123287671232876,0.8309859154929577,0.9178082191780822
534,male,group B,high school,standard,completed,0.6301369863013698,0.5633802816901409,0.5616438356164384
535,female,group C,bachelor's degree,free/reduced,completed,0.5342465753424658,0.7605633802816901,0.7671232876712328
536,male,group C,associate's degree,standard,completed,0.3287671232876712,0.43661971830985913,0.4246575342465753
537,female,group D,high school,standard,none,0.3287671232876712,0.5211267605633803,0.4794520547945205
538,male,group E,bachelor's degree,standard,completed,0.7945205479452054,0.5211267605633803,0.6027397260273972
539,male,group A,associate's degree,standard,completed,0.958904109589041,0.8873239436619719,0.8082191780821918
540,male,group C,high school,standard,completed,0.6575342465753424,0.5633802816901409,0.5616438356164384
541,male,group D,associate's degree,free/reduced,completed,0.7123287671232876,0.7464788732394366,0.726027397260274
543,female,group D,associate's degree,standard,none,0.7534246575342466,0.9295774647887324,0.8493150684931506
544,female,group D,master's degree,standard,none,0.5068493150684932,0.4788732394366197,0.5342465753424658
545,male,group E,some high school,free/reduced,completed,0.6986301369863014,0.7605633802816901,0.726027397260274
546,female,group A,some high school,standard,completed,0.8904109589041096,1.0,0.958904109589041
547,male,group C,high school,standard,completed,0.6164383561643836,0.5352112676056338,0.5068493150684932
548,female,group C,high school,free/reduced,none,0.4794520547945205,0.5352112676056338,0.5068493150684932
549,male,group C,master's degree,standard,none,0.7123287671232876,0.6056338028169014,0.5753424657534246
550,male,group C,some high school,free/reduced,none,0.7123287671232876,0.6619718309859155,0.5205479452054794
551,male,group B,bachelor's degree,free/reduced,completed,0.821917808219178,0.8591549295774648,0.8356164383561644
552,female,group B,associate's degree,standard,none,0.1780821917808219,0.2676056338028169,0.3150684931506849
553,male,group D,some college,free/reduced,none,0.684931506849315,0.4647887323943662,0.5068493150684932
554,male,group E,associate's degree,standard,none,0.3561643835616438,0.22535211267605634,0.1780821917808219
555,female,group C,some college,free/reduced,none,0.0684931506849315,0.14084507042253522,0.0821917808219178
556,female,group C,associate's degree,standard,completed,0.3835616438356164,0.6056338028169014,0.7123287671232876
557,male,group C,master's degree,free/reduced,none,0.4657534246575342,0.5352112676056338,0.5342465753424658
558,female,group B,associate's degree,free/reduced,none,0.3561643835616438,0.5774647887323944,0.589041095890411
559,male,group D,some high school,standard,none,0.6301369863013698,0.5211267605633803,0.4794520547945205
560,female,group D,some college,standard,completed,0.6438356164383562,0.647887323943662,0.7123287671232876
561,female,group C,some college,standard,none,0.4931506849315068,0.6338028169014085,0.6438356164383562
562,male,group C,bachelor's degree,standard,completed,0.9452054794520548,0.8591549295774648,0.8904109589041096
563,female,group D,some college,free/reduced,completed,0.4931506849315068,0.7183098591549296,0.726027397260274
564,male,group B,bachelor's degree,free/reduced,none,0.2876712328767123,0.30985915492957744,0.2602739726027397
565,male,group B,associate's degree,standard,none,0.2876712328767123,0.19718309859154928,0.2465753424657534
566,female,group E,bachelor's degree,free/reduced,completed,0.8904109589041096,1.0,1.0
567,female,group D,master's degree,free/reduced,completed,0.4657534246575342,0.5915492957746479,0.6986301369863014
568,male,group B,high school,free/reduced,none,0.4931506849315068,0.2676056338028169,0.273972602739726
569,male,group D,bachelor's degree,free/reduced,none,0.5616438356164384,0.5492957746478874,0.547945205479452
570,male,group B,some college,standard,completed,0.6027397260273972,0.647887323943662,0.589041095890411
571,male,group A,bachelor's degree,standard,none,0.8767123287671232,0.9436619718309859,0.8904109589041096
572,female,group C,some college,standard,none,0.3561643835616438,0.4647887323943662,0.3972602739726027
573,female,group C,high school,free/reduced,completed,0.3150684931506849,0.5211267605633803,0.5068493150684932
574,female,group E,high school,standard,none,0.6438356164383562,0.7323943661971831,0.6027397260273972
575,male,group A,associate's degree,free/reduced,completed,0.1780821917808219,0.36619718309859156,0.3561643835616438
576,male,group A,some college,standard,completed,0.4657534246575342,0.30985915492957744,0.3424657534246575
577,female,group B,high school,standard,none,0.7397260273972602,0.8732394366197183,0.8493150684931506
578,female,group B,some college,free/reduced,completed,0.2876712328767123,0.38028169014084506,0.4246575342465753
579,female,group D,master's degree,standard,none,0.3561643835616438,0.4507042253521127,0.5616438356164384
580,female,group D,some high school,standard,none,0.7397260273972602,0.9577464788732394,0.9452054794520548
581,female,group E,some high school,standard,none,0.684931506849315,0.704225352112676,0.726027397260274
582,female,group D,bachelor's degree,free/reduced,none,0.4931506849315068,0.6197183098591549,0.6986301369863014
583,female,group D,associate's degree,standard,completed,0.6301369863013698,0.647887323943662,0.726027397260274
584,female,group D,some college,standard,none,0.5753424657534246,0.676056338028169,0.684931506849315
585,female,group C,associate's degree,standard,none,0.5205479452054794,0.6619718309859155,0.6712328767123288
586,female,group A,high school,standard,none,0.3835616438356164,0.6197183098591549,0.6301369863013698
587,female,group C,bachelor's degree,free/reduced,none,0.2328767123287671,0.4788732394366197,0.4794520547945205
588,female,group C,some college,standard,none,0.3698630136986301,0.49295774647887325,0.5205479452054794
589,female,group A,some high school,standard,none,0.2876712328767123,0.5211267605633803,0.5205479452054794
590,male,group C,some college,free/reduced,none,0.4246575342465753,0.39436619718309857,0.3698630136986301
592,male,group E,bachelor's degree,standard,none,0.5616438356164384,0.5492957746478874,0.5068493150684932
593,female,group E,high school,standard,none,0.6438356164383562,0.6619718309859155,0.6301369863013698
594,female,group C,bachelor's degree,standard,completed,0.8904109589041096,1.0,0.9863013698630136
595,female,group C,bachelor's degree,standard,completed,0.3972602739726027,0.704225352112676,0.6164383561643836
597,male,group A,some high school,standard,none,0.3561643835616438,0.352112676056338,0.2876712328767123
598,female,group D,high school,standard,none,0.5753424657534246,0.676056338028169,0.6301369863013698
599,female,group D,some high school,standard,none,0.5205479452054794,0.7464788732394366,0.7397260273972602
600,female,group D,master's degree,standard,none,0.3698630136986301,0.43661971830985913,0.4931506849315068
601,female,group C,high school,standard,none,0.0273972602739726,0.0,0.0410958904109589
602,female,group E,some college,standard,none,0.6712328767123288,0.6901408450704225,0.726027397260274
603,male,group D,high school,free/reduced,none,0.4520547945205479,0.39436619718309857,0.3287671232876712
604,male,group D,master's degree,free/reduced,completed,0.7808219178082192,0.8450704225352113,0.863013698630137
605,male,group C,some high school,standard,none,0.6575342465753424,0.6056338028169014,0.4794520547945205
606,female,group C,associate's degree,standard,none,0.7945205479452054,0.7746478873239436,0.7534246575342466
607,female,group C,master's degree,free/reduced,none,0.1780821917808219,0.4084507042253521,0.3698630136986301
608,female,group E,some college,standard,none,0.4657534246575342,0.49295774647887325,0.4794520547945205
609,female,group B,associate's degree,standard,none,0.4246575342465753,0.4788732394366197,0.5205479452054794
610,male,group D,some college,free/reduced,completed,0.5753424657534246,0.43661971830985913,0.4931506849315068
611,female,group C,some college,standard,none,0.4246575342465753,0.4225352112676056,0.5342465753424658
612,male,group C,bachelor's degree,standard,completed,0.9178082191780822,0.8591549295774648,0.8767123287671232
613,female,group C,associate's degree,standard,none,0.5205479452054794,0.676056338028169,0.6438356164383562
614,female,group A,associate's degree,standard,none,0.7534246575342466,0.9014084507042254,0.9041095890410958
615,female,group C,high school,standard,none,0.4520547945205479,0.5492957746478874,0.6164383561643836
616,female,group E,bachelor's degree,standard,none,0.136986301369863,0.22535211267605634,0.1506849315068493
617,male,group D,bachelor's degree,standard,none,0.8356164383561644,0.6901408450704225,0.7671232876712328
618,male,group D,master's degree,standard,none,0.9315068493150684,0.7323943661971831,0.7808219178082192
619,male,group C,associate's degree,free/reduced,completed,0.5205479452054794,0.6197183098591549,0.5616438356164384
620,female,group C,high school,free/reduced,none,0.1095890410958904,0.4507042253521127,0.3698630136986301
621,male,group B,bachelor's degree,free/reduced,none,0.4794520547945205,0.4788732394366197,0.3972602739726027
622,male,group C,high school,free/reduced,completed,0.4246575342465753,0.30985915492957744,0.3424657534246575
623,male,group A,some college,standard,completed,1.0,0.9436619718309859,0.8082191780821918
624,female,group E,bachelor's degree,free/reduced,none,0.4657534246575342,0.4084507042253521,0.4794520547945205
625,male,group D,some college,standard,completed,1.0,0.9577464788732394,0.9863013698630136
626,male,group B,associate's degree,free/reduced,completed,0.5753424657534246,0.5774647887323944,0.4931506849315068
627,male,group D,associate's degree,standard,none,0.4657534246575342,0.2676056338028169,0.2602739726027397
628,male,group D,some college,free/reduced,none,0.3013698630136986,0.39436619718309857,0.2602739726027397
629,female,group C,some high school,standard,completed,0.2328767123287671,0.30985915492957744,0.3835616438356164
630,male,group D,some college,standard,none,0.547945205479452,0.49295774647887325,0.589041095890411
631,male,group B,high school,standard,none,0.7123287671232876,0.43661971830985913,0.5205479452054794
632,female,group B,bachelor's degree,standard,completed,0.5342465753424658,0.6338028169014085,0.7397260273972602
633,female,group C,high school,standard,none,0.6575342465753424,0.8309859154929577,0.7945205479452054
634,male,group D,some high school,standard,none,0.7808219178082192,0.7746478873239436,0.726027397260274
635,male,group A,high school,standard,none,0.6027397260273972,0.6338028169014085,0.5068493150684932
636,female,group B,high school,free/reduced,completed,0.547945205479452,0.7183098591549296,0.7397260273972602
637,female,group D,some high school,standard,completed,0.726027397260274,0.8873239436619719,0.8356164383561644
638,male,group E,some college,standard,none,0.8082191780821918,0.6619718309859155,0.6438356164383562
639,female,group D,associate's degree,standard,none,0.6712328767123288,0.6338028169014085,0.6301369863013698
640,male,group D,high school,standard,none,0.1917808219178082,0.323943661971831,0.3287671232876712
641,female,group D,associate's degree,free/reduced,completed,0.6438356164383562,0.8309859154929577,0.863013698630137
642,female,group B,some high school,free/reduced,none,0.6164383561643836,0.7323943661971831,0.7123287671232876
643,female,group E,high school,standard,completed,0.6438356164383562,0.704225352112676,0.726027397260274
644,male,group B,high school,standard,none,0.589041095890411,0.5070422535211268,0.4520547945205479
645,female,group B,bachelor's degree,standard,completed,0.5205479452054794,0.7323943661971831,0.7397260273972602
646,female,group D,associate's degree,standard,none,0.4383561643835616,0.5774647887323944,0.5205479452054794
647,female,group E,high school,free/reduced,none,0.5068493150684932,0.4647887323943662,0.5616438356164384
648,female,group B,high school,standard,none,0.3150684931506849,0.3380281690140845,0.3835616438356164
649,female,group D,some college,standard,completed,0.5753424657534246,0.704225352112676,0.7397260273972602
650,male,group C,some high school,free/reduced,completed,0.3287671232876712,0.38028169014084506,0.3561643835616438
652,female,group D,some college,standard,completed,0.7945205479452054,0.8028169014084507,0.9726027397260274
653,female,group A,associate's degree,standard,completed,0.5205479452054794,0.5774647887323944,0.6438356164383562
654,female,group B,some high school,standard,none,0.6301369863013698,0.704225352112676,0.7123287671232876
655,female,group B,some college,standard,none,0.4794520547945205,0.5352112676056338,0.547945205479452
656,male,group C,associate's degree,free/reduced,none,0.684931506849315,0.5352112676056338,0.5068493150684932
657,male,group D,some high school,standard,none,0.5753424657534246,0.5211267605633803,0.4657534246575342
658,female,group D,associate's degree,free/reduced,none,0.2191780821917808,0.43661971830985913,0.4246575342465753
659,male,group D,associate's degree,standard,none,0.863013698630137,0.8169014084507042,0.7945205479452054
660,male,group C,some college,free/reduced,none,0.6438356164383562,0.676056338028169,0.6301369863013698
661,male,group C,some high school,standard,none,0.6301369863013698,0.5211267605633803,0.4931506849315068
662,female,group D,some college,free/reduced,none,0.3835616438356164,0.5915492957746479,0.5753424657534246
663,female,group C,high school,standard,none,0.5205479452054794,0.5633802816901409,0.547945205479452
664,male,group D,associate's degree,standard,none,0.726027397260274,0.4788732394366197,0.4931506849315068
665,female,group C,some high school,free/reduced,completed,0.3150684931506849,0.43661971830985913,0.4520547945205479
666,female,group C,some college,free/reduced,completed,0.4931506849315068,0.6197183098591549,0.6027397260273972
667,female,group B,bachelor's degree,free/reduced,none,0.684931506849315,0.7887323943661971,0.821917808219178
668,male,group C,some college,standard,none,0.6301369863013698,0.6338028169014085,0.4657534246575342
669,male,group D,associate's degree,standard,completed,0.7397260273972602,0.6056338028169014,0.684931506849315
670,female,group C,high school,free/reduced,none,0.5342465753424658,0.6619718309859155,0.5616438356164384
671,male,group D,associate's degree,free/reduced,none,0.3424657534246575,0.39436619718309857,0.3150684931506849
672,female,group C,some college,standard,none,0.5753424657534246,0.6901408450704225,0.6712328767123288
673,female,group C,associate's degree,standard,completed,0.5205479452054794,0.7746478873239436,0.7808219178082192
674,female,group D,high school,standard,completed,0.5753424657534246,0.676056338028169,0.6986301369863014
675,female,group B,some college,standard,completed,0.3150684931506849,0.49295774647887325,0.5342465753424658
676,female,group E,some college,standard,completed,0.6301369863013698,0.6901408450704225,0.6712328767123288
677,female,group C,some high school,standard,completed,0.589041095890411,0.7464788732394366,0.6712328767123288
678,male,group D,associate's degree,free/reduced,none,0.7397260273972602,0.647887323943662,0.6986301369863014
679,male,group D,some college,free/reduced,none,0.4931506849315068,0.4507042253521127,0.4520547945205479
680,female,group D,high school,standard,none,0.547945205479452,0.6056338028169014,0.6438356164383562
681,male,group B,high school,standard,none,0.4520547945205479,0.5492957746478874,0.4520547945205479
682,male,group B,high school,standard,none,0.4794520547945205,0.36619718309859156,0.3698630136986301
